DATE,PAYS,CODE_POSTAL,LOCALITE,LANGUE1,LANGUE2,LANGUE3,LANGUE4,LANGUE5,COMMENT_NOUS_AVEZ-VOUS_DECOUVERT,MIN,KM
27/01/2019,LUX,3273,BETTEMBOURG,LUXEMBOURGEOIS,,,,,2e_visite,18,20
27/01/2019,LUX,2410,LUXEMBOURG,FRANCAIS,LETTON,,,,2e_visite,19,24.3
27/01/2019,LUX,5837,ALZINGEN,FRANCAIS,,,,,2e_visite,23,26
29/01/2019,LUX,1727,LUXEMBOURG,FRANCAIS,ESPAGNOL,,,,2e_visite,19,24.3
03/02/2019,DNK,54331,PELLINGEN,ANGLAIS,ALLEMAND,,,,2e_visite,57,78.6
03/02/2019,LUX,2542,LUXEMBOURG,ANGLAIS,HONGROIS,,,,2e_visite,29,31.7
03/02/2019,DEU,54309,NEWEL,LUXEMBOURGEOIS,ALLEMAND,,,,2e_visite,50,75.2
03/02/2019,LUX,4665,OBERKORN,ALLEMAND,LUXEMBOURGEOIS,FRANCAIS,,,2e_visite,7,2.5
06/02/2019,DEU,66706,NENNING,LUXEMBOURGEOIS,,,,,2e_visite,33,43
09/02/2019,LUX,3543,DUDELANGE,LUXEMBOURGEOIS,,,,,2e_visite,18,19
09/02/2019,LUX,3882,SCHIFFLANGE,LUXEMBOURGEOIS,,,,,2e_visite,14,13
09/02/2019,DEU,54439,SARREBOURG,ALLEMAND,,,,,2e_visite,48,64
09/02/2019,LUX,8213,MAMER,ALLEMAND,FRANCAIS,LUXEMBOURGEOIS ,,,2e_visite,26,20
09/02/2019,LUX,4384,EHLERANGE,LUXEMBOURGEOIS,,,,,2e_visite,10,8.8
09/02/2019,LUX,4505,NIEDERKORN,FRANCAIS,,,,,2e_visite,4,1
10/02/2019,FRA,54400,COSNES-ET-ROMAINS,FRANCAIS,,,,,2e_visite,22,21
10/02/2019,LUX,2441,LUXEMBOURG,FRANCAIS,HONGROIS,,,,2e_visite,22,28
10/02/2019,LUX,1510,LUXEMBOURG,FRANCAIS,,,,,2e_visite,17,24
10/02/2019,LUX,3960,EHLANGE-SUR-MESS,LUXEMBOURGEOIS,,,,,2e_visite,14,16
10/02/2019,LUX,3589,DUDELANGE,LUXEMBOURGEOIS,PORTUGAIS,,,,2e_visite,15,18
10/02/2019,LUX,2124,LUXEMBOURG,FRANCAIS,ESPAGNOL,,,,2e_visite,26,29
10/02/2019,LUX,3236,BETTEMBOURG,ALLEMAND,,,,,2e_visite,18,20
10/02/2019,LUX,3638,KAYL,ALLEMAND,LUXEMBOURGEOIS,,,,2e_visite,17,14
12/02/2019,FRA,57390,RUSSANGE,FRANCAIS,,,,,2e_visite,16,9.9
14/02/2019,LUX,8826,PERLE,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,43,44.7
14/02/2019,FRA,54910,VALLEROY,ANGLAIS,FRANCAIS,,,,2e_visite,50,46.7
16/02/2019,LUX,2148,LUXEMBOURG,ANGLAIS,PORTUGAIS,,,,2e_visite,29,34.7
17/02/2019,FRA,54400,COSNES-ET-ROMAINS,ANGLAIS,FRANCAIS,,,,2e_visite,23,20.5
18/02/2019,FRA,54580,MOINEVILLE,FRANCAIS,,,,,2e_visite,57,54.7
18/02/2019,LUX,1872,LUXEMBOURG,ANGLAIS,HINDI,,,,2e_visite,24,25.5
19/02/2019,LUX,8140,BRIDEL,ALLEMAND,LUXEMBOURGEOIS,,,,2e_visite,26,31.4
19/02/2019,LUX,4059,ESCH-SUR-ALZETTE ,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,14,10.9
20/02/2019,LUX,9165,MERSCHEID,LUXEMBOURGEOIS,ANGLAIS,,,,2e_visite,63,53.4
20/02/2019,BEL,6700,ARLON,LUXEMBOURGEOIS,FRANCAIS,,,,2e_visite,34,25.9
21/02/2019,FRA,57070,METZ,ANGLAIS,FRANCAIS,,,,2e_visite,52,73.2
22/02/2019,LUX,8084,BERTRANGE,ANGLAIS,FRANCAIS,,,,2e_visite,26,20.2
23/02/2019,LUX,4154,ESCH/ALZETTE,LUXEMBOURGEOIS,,,,,2e_visite,16,8.1
23/02/2019,LUX,5549,REMICH,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,35,40
24/02/2019,LUX,5850,HOWALD,FRANCAIS,CATALAN,,,,2e_visite,21,26
02/03/2019,FRA,13005,MARSEILLE,ANGLAIS,FRANCAIS,,,,2e_visite,,
02/03/2019,BEL,6760,VIRTON,ANGLAIS,FRANCAIS,,,,2e_visite,41,31.3
02/03/2019,LUX,4955,BASCHARAGE,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,12,7
02/03/2019,LUX,1476,HOWALD,ANGLAIS,FRANCAIS,,,,2e_visite,22,26.5
02/03/2019,LUX,1940,LUXEMBOURG,ANGLAIS,FRANCAIS,,,,2e_visite,21,24.9
03/03/2019,LUX,3454,DUDELANGE,ALLEMAND,LUXEMBOURGEOIS,,,,2e_visite,19,23.3
03/03/2019,BEL,6700,ARLON,ANGLAIS,FRANCAIS,NEERLANDAIS,,,2e_visite,29,26.3
07/03/2019,BEL,6810,CHINY,ANGLAIS,FRANCAIS,,,,2e_visite,56,57.5
16/03/2019,FRA,57570,MONDORFF,ANGLAIS,FRANCAIS,,,,2e_visite,34,36
17/03/2019,LUX,1944,LUXEMBOURG,ANGLAIS,ALLEMAND,FRANCAIS,,,2e_visite,21,26.3
17/03/2019,LUX,3762,TETANGE,ALLEMAND,LUXEMBOURGEOIS,,,,2e_visite,17,18.4
17/03/2019,LUX,4411,SOLEUVRE,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,6,3.7
17/03/2019,LUX,4760,PETANGE,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,8,4.6
30/03/2019,LUX,5323,CONTERN,ANGLAIS,SUEDOIS,,,,2e_visite,29,36.3
07/04/2019,LUX,2265,LUXEMBOURG,FRANCAIS,ROUMAIN,,,,2e_visite,19,25
08/04/2019,LUX,4061,ESCH-SUR-ALZETTE ,FRANCAIS,ANGLAIS,,,,2e_visite,15,8.1
08/04/2019,AUS,6010,SWANBOURNE,ALLEMAND,ANGLAIS,,,,2e_visite,,
09/04/2019,LUX,3550,DUDELANGE,RUSSE,LETTON,,,,2e_visite,21,19.5
09/04/2019,FRA,57365,FLEVY,ANGLAIS,FRANCAIS,,,,2e_visite,51,55.6
09/04/2019,FRA,55700,BEAUCLAIR,ANGLAIS,FRANCAIS,,,,2e_visite,75,64.3
09/04/2019,FRA,55100,BEAUMONT-EN-VERDUNIERS,ANGLAIS,FRANCAIS,,,,2e_visite,76,74.3
10/04/2019,LUX,3216,BETTEMBOURG,ALLEMAND,LUXEMBOURGEOIS,FRANCAIS,,,2e_visite,21,24.2
11/04/2019,LUX,4613,DIFFERDANGE,LUXEMBOURGEOIS,,,,,2e_visite,6,1.9
13/04/2019,LUX,7307,STEINSEL,ALLEMAND,ANGLAIS,LUXEMBOURGEOIS,,,2e_visite,31,35.7
14/04/2019,LUX,4640,DIFFERDANGE,FRANCAIS,PORTUGAIS,,,,2e_visite,4,0.9
15/04/2019,LUX,6975,RAMELDANGE,ALLEMAND,ANGLAIS,,,,2e_visite,35,40
16/04/2019,FRA,57150,CREUTZWALD,ALLEMAND,FRANCAIS,,,,2e_visite,68,98.8
17/04/2019,LUX,3870,SCHIFFLANGE,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,14,13.2
17/04/2019,FRA,57180,TERVILLE,FRANCAIS,,,,,2e_visite,36,38.4
17/04/2019,LUX,4915,KAERJENG,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,13,7.6
18/04/2019,LUX,8086,BERTRANGE,ESPAGNOL,ANGLAIS,,,,2e_visite,27,20.3
18/04/2019,LUX,2128,LUXEMBOURG,FRANCAIS,SLOVENE,,,,2e_visite,22,24.6
18/04/2019,LUX,2167,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,2e_visite,31,35.4
22/04/2019,LUX,2440,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,2e_visite,24,27.9
22/04/2019,LUX,8079,BERTRANGE,NEERLANDAIS,FRANCAIS,,,,2e_visite,23,19.2
25/04/2019,LUX,8096,BERTRANGE,LUXEMBOURGEOIS,,,,,2e_visite,26,27
28/04/2019,LUX,2539,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,26,32.1
28/04/2019,FRA,57000,METZ,ANGLAIS,FRANCAIS,,,,2e_visite,50,69.1
04/05/2019,LUX,7220,WALFERDANGE,FRANCAIS,ROUMAIN,,,,2e_visite,29,35
04/05/2019,LUX,1250,LUXEMBOURG,LUXEMBOURGEOIS,,,,,2e_visite,26,27
04/05/2019,LUX,4540,DIFFERDANGE,FRANCAIS,PORTUGAIS,,,,2e_visite,3,1
04/05/2019,FRA,51530,CHAVOT - COURCOURT,FRANCAIS,,,,,2e_visite,,
04/05/2019,LUX,4088,LAMADELAINE,LUXEMBOURGEOIS,,,,,2e_visite,13,8.7
09/05/2019,LUX,9061,ETTELBRUCK,FRANCAIS,ROUMAIN,,,,2e_visite,46,62
09/05/2019,LUX,1336,LUXEMBOURG,FRANCAIS,ROUMAIN,,,,2e_visite,30,35
09/05/2019,LUX,4640,DIFFERDANGE,FRANCAIS,PORTUGAIS,,,,2e_visite,2,90
09/05/2019,LUX,3442,DUDELANGE,LUXEMBOURGEOIS,,,,,2e_visite,22,22
11/05/2019,FRA,57070,METZ,FRANCAIS,ITALIEN,,,,2e_visite,49,73.2
11/05/2019,FRA,54350,MONT-SAINT-MARTIN,ANGLAIS,FRANCAIS,,,,2e_visite,19,13.8
11/05/2019,LUX,3390,PEPPANGE,FRANCAIS,ANGLAIS,LUXEMBOURGEOIS,,,2e_visite,22,26.4
11/05/2019,LUX,4460,BELVAUX,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,7,3.8
17/05/2019,LUX,5231,SANDWEILER,ANGLAIS,FRANCAIS,,,,2e_visite,32,32.8
18/05/2019,LUX,1947,LUXEMBOURG,FRANCAIS,ALLEMAND,FRANCAIS,,,2e_visite,26,33
19/05/2019,LUX,4601,DIFFERDANGE,LUXEMBOURGEOIS,,,,,2e_visite,6,2
19/05/2019,LUX,1117,LUXEMBOURG,FRANCAIS,,,,,2e_visite,21,23
19/05/2019,LUX,8079,BERTRANGE,FRANCAIS,NEERLANDAIS,,,,2e_visite,23,25
19/05/2019,FRA,57000,METZ,FRANCAIS,,,,,2e_visite,47,68
19/05/2019,LUX,8025,STRASSEN,FRANCAIS,ESPAGNOL,,,,2e_visite,21,25
20/05/2019,FRA,57290,FAMECK,ALLEMAND,FRANCAIS,,,,2e_visite,34,38
25/05/2019,LUX,7307,STEINSEL,ANGLAIS,,,,,2e_visite,30,35
25/05/2019,LUX,3397,ROESER,ALLEMAND,FRANCAIS,,,,2e_visite,24,27
25/05/2019,LUX,4450,BELVAUX,LUXEMBOURGEOIS,,,,,2e_visite,9,5
26/05/2019,LUX,2626,LUXEMBOURG,FRANCAIS,,,,,2e_visite,24,34
27/05/2019,LUX,8088,BERTRANGE,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,28,28
27/05/2019,LUX,4620,DIFFERDANGE,LUXEMBOURGEOIS,FRANCAIS,,,,2e_visite,7,2
28/05/2019,LUX,4629,DIFFERDANGE,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,5,2
29/05/2019,LUX,4970,BETTANGE-SUR-MESS,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,17,13
30/05/2019,LUX,5374,MUNSBACH,LUXEMBOURGEOIS,FRANCAIS,,,,2e_visite,29,40
01/06/2019,DEU,54309,NEWEL,ALLEMAND,,,,,2e_visite,48,77
08/06/2019,LUX,2210,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,2e_visite,30,24
08/06/2019,FRA,57180,TERVILLE,ANGLAIS,HONGROIS,FRANCAIS,,,2e_visite,32,39
08/06/2019,LUX,3353,LEUDELANGE,HINDI,ANGLAIS,,,,2e_visite,23,19
09/06/2019,BEL,6700,ARLON,FRANCAIS,ROUMAIN,,,,2e_visite,30,26
10/06/2019,LUX,5359,SCHUTTRANGE,FRANCAIS,,,,,2e_visite,34,44
12/06/2019,LUX,4734,PETANGE,LUXEMBOURGEOIS,,,,,2e_visite,10,5
13/06/2019,LUX,1635,LUXEMBOURG,ALLEMAND,,,,,2e_visite,24,25
16/06/2019,FRA,57570,ESING,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,25,31
16/06/2019,LUX,1870,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,20,12
23/06/2019,DEU,54309,TRIER,ALLEMAND,,,,,2e_visite,47,77
27/06/2019,FRA,57120,ROMBAS,FRANCAIS,,,,,2e_visite,46,51
01/07/2019,BEL,6700,ARLON,FRANCAIS,,,,,2e_visite,26,36
14/07/2019,BEL,6800,LIBRAMONT,FRANCAIS,,,,,2e_visite,50,71
15/07/2019,LUX,4475,BELVAUX,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,8,5
15/07/2019,FRA,57270,UCKANGE,FRANCAIS,,,,,2e_visite,41,46
15/07/2019,LUX,2739,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,30,27
15/07/2019,LUX,3543,DUDELANGE,LUXEMBOURGEOIS,,,,,2e_visite,20,19
17/07/2019,LUX,1355,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,26,30
20/07/2019,LUX,4361,ESCH-SUR-ALZETTE ,FRANCAIS,RUSSE,,,,2e_visite,13,7
20/07/2019,LUX,3863,SCHIFFLANGE,ALLEMAND,LUXEMBOURGEOIS,,,,2e_visite,15,14
24/07/2019,LUX,4995,SCHOUWEILER,LUXEMBOURGEOIS,PORTUGAIS,,,,2e_visite,16,98
24/07/2019,LUX,6617,WASSERBILLIG,FRANCAIS,ALLEMAND,,,,2e_visite,58,60
26/07/2019,FRA,54870,UGNY,ANGLAIS,FRANCAIS,,,,2e_visite,29,22
26/07/2019,LUX,6985,HOSTERT,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,32,38
27/07/2019,LUX,4211,ESCH-SUR-ALZETTE ,FRANCAIS,ESPAGNOL,,,,2e_visite,13,7
27/07/2019,LUX,6799,GREVENMACHER,ALLEMAND,,,,,2e_visite,34,53
28/07/2019,LUX,9283,DIEKIRCH,LUXEMBOURGEOIS,,,,,2e_visite,46,67
28/07/2019,LUX,7511,ROLLINGEN,ALLEMAND,LUXEMBOURGEOIS,,,,2e_visite,34,47
31/07/2019,LUX,1530,LUXEMBOURG,ALLEMAND,ANGLAIS,LUXEMBOURGEOIS,,,2e_visite,26,28
01/08/2019,LUX,5838,FENTANGE,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,26,28
02/08/2019,LUX,5880,HESPERANGE,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,22,27
05/08/2019,LUX,5143,MOUTFORT,ALLEMAND,RUSSE,ANGLAIS,,,2e_visite,28,37
06/08/2019,LUX,7524,MERSCH,LUXEMBOURGEOIS,,,,,2e_visite,36,51
07/08/2019,LUX,1357,LUXEMBOURG,ANGLAIS,UKRAINIEN,,,,2e_visite,22,25
07/08/2019,FRA,57320,COLMEN,FRANCAIS,,,,,2e_visite,52,64
09/08/2019,LUX,1856,LUXEMBOURG,ALLEMAND,LUXEMBOURGEOIS,,,,2e_visite,26,29
12/08/2019,LUX,5364,SCHUTTRANGE,LUXEMBOURGEOIS,FRANCAIS,LUXEMBOURGEOIS,,,2e_visite,30,37
13/08/2019,LUX,3960,RECKANGE-SUR-MESS,ALLEMAND,LUXEMBOURGEOIS,ANGLAIS,FRANCAIS,ITALIEN,2e_visite,14,12
14/08/2019,LUX,8220,MAMER,ANGLAIS,FRANCAIS,,,,2e_visite,23,18
16/08/2019,FRA,54430,REHON,FRANCAIS,,,,,2e_visite,22,19
17/08/2019,FRA,57270,UCKANGE,FRANCAIS,,,,,2e_visite,33,43
17/08/2019,LUX,8056,STRASSEN,LUXEMBOURGEOIS,,,,,2e_visite,22,20
17/08/2019,FRA,54190,VILLERUPT,FRANCAIS,,,,,2e_visite,17,12
18/08/2019,LUX,1638,SENNINGENBERG,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,23,36
18/08/2019,LUX,2451,LUXEMBOURG,LUXEMBOURGEOIS,ITALIEN,,,,2e_visite,19,25
20/08/2019,FRA,57100,THIONVILLE,FRANCAIS,,,,,2e_visite,35,42
20/08/2019,BEL,6792,ATHUS,FRANCAIS,,,,,2e_visite,16,8
22/08/2019,LUX,4510,DIFFERDANGE,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,3,2
22/08/2019,LUX,4510,DIFFERDANGE,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,3,2
25/08/2019,LUX,6718,GREVENMACHER,FRANCAIS,ANGLAIS,ITALIEN,,,2e_visite,36,54
27/08/2019,GBR,WD195HD,WATFORD,ANGLAIS,LETTON,,,,2e_visite,,
28/08/2019,LUX,4025,ESCH-SUR-ALZETTE ,ANGLAIS,SERBE,FRANCAIS,,,2e_visite,12,10
28/08/2019,LUX,1145,LUXEMBOURG,ALLEMAND,LUXEMBOURGEOIS,FRANCAIS,,,2e_visite,22,25
30/08/2019,LUX,5489,EHNEN,ALLEMAND,LUXEMBOURGEOIS,,,,2e_visite,38,47
01/09/2019,LUX,5760,HASSEL,ANGLAIS,FRANCAIS,,,,2e_visite,26,32
03/09/2019,LUX,9170,MERTZIG,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,51,62
03/09/2019,LUX,3721,RUMELANGE,ANGLAIS,ALLEMAND,FRANCAIS,,,2e_visite,21,20
03/09/2019,LUX,7381,BOFFERDINGEN,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,35,38
04/09/2019,LUX,4692,DIFFERDANGE,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,5,2
08/09/2019,LUX,8614,REIMBERG,ANGLAIS,FRANCAIS,,,,2e_visite,47,41
09/09/2019,LUX,7257,WALFERDANGE,ANGLAIS,POLONAIS,,,,2e_visite,33,26
10/09/2019,LUX,4460,SANEM,FRANCAIS,ROUMAIN,,,,2e_visite,6,4
11/09/2019,BEL,6780,MESSANCY,ANGLAIS,FRANCAIS,,,,2e_visite,26,17
14/09/2019,LUX,5238,SANDWEILER,ANGLAIS,FINLANDAIS,,,,2e_visite,24,33
14/09/2019,LUX,9155,GROSBOUS,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,49,65
14/09/2019,LUX,5772,WEILER-LA-TOUR,ALLEMAND,LUXEMBOURGEOIS,,,,2e_visite,24,31
14/09/2019,BEL,6790,AUBANGE,ARABE,FRANCAIS,,,,2e_visite,18,13
22/09/2019,LUX,2611,HOWALD,ANGLAIS,FRANCAIS,,,,2e_visite,21,26
28/09/2019,LUX,9154,GROSBOUS,FRANCAIS,ANGLAIS,LUXEMBOURGEOIS,,,2e_visite,50,66
28/09/2019,LUX,7249,BERELDANGE,ANGLAIS,HONGROIS,,,,2e_visite,26,33
05/10/2019,LUX,1311,LUXEMBOURG,ANGLAIS,ESPAGNOL,PORTUGAIS,,,2e_visite,19,24
05/10/2019,LUX,4601,DIFFERDANGE,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,2,2
06/10/2019,LUX,8074,BERTRANGE,ANGLAIS,FRANCAIS,,,,2e_visite,24,19
06/10/2019,LUX,2357,SENNINGERBERG,ANGLAIS,FRANCAIS,,,,2e_visite,30,38
06/10/2019,LUX,4681,DIFFERDANGE,ANGLAIS,FRANCAIS,,,,2e_visite,3,3
06/10/2019,LUX,5405,BECH-KLEINMACHER,ALLEMAND,LUXEMBOURGEOIS,,,,2e_visite,31,40
06/10/2019,LUX,4437,SANEM,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,5,3
12/10/2019,LUX,1228,HOWALD,ANGLAIS,ESPAGNOL,,,,2e_visite,23,26
12/10/2019,LUX,5756,FRISANGE,ALLEMAND,LUXEMBOURGEOIS,,,,2e_visite,20,27
13/10/2019,LUX,9261,DIEKIRCH,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,47,67
17/10/2019,FRA,57290,FAMECK,ANGLAIS,FRANCAIS,,,,2e_visite,32,37
19/10/2019,LUX,8265,MAMER,FRANCAIS,PORTUGAIS,,,,2e_visite,26,19
19/10/2019,FRA,57270,UCKANGE,ANGLAIS,FRANCAIS,,,,2e_visite,38,45
19/10/2019,LUX,5433,NIEDERDONVEN,FRANCAIS,SLOVAQUE,,,,2e_visite,37,52
19/10/2019,FRA,57650,LOMMERANGE,ITALIEN,FRANCAIS,,,,2e_visite,29,30
20/10/2019,LUX,6587,STEINHEIM,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,54,67
20/10/2019,LUX,4435,SANEM,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,7,5
21/10/2019,FRA,54720,CUTRY,FRANCAIS,,,,,2e_visite,31,21
22/10/2019,FRA,57570,HAGEN,ANGLAIS,FRANCAIS,,,,2e_visite,40,37
23/10/2019,GBR,TN219HG,VINES CROSS,FRANCAIS,ANGLAIS,,,,2e_visite,,
23/10/2019,LUX,7243,BERELDANGE,FRANCAIS,ANGLAIS,,,,2e_visite,33,33
23/10/2019,FRA,57070,METZ,ANGLAIS,FRANCAIS,,,,2e_visite,55,65
24/10/2019,FRA,57655,BOULANGE,ANGLAIS,FRANCAIS,,,,2e_visite,30,27
25/10/2019,FRA,54730,VILLE-HOUDLEMANT,ALLEMAND,FRANCAIS,,,,2e_visite,36,26
26/10/2019,LUX,9132,SCHIEREN,ALLEMAND,LUXEMBOURGEOIS,,,,2e_visite,46,62
27/10/2019,LUX,1254,LUXEMBOURG,MALTAIS,ANGLAIS,,,,2e_visite,19,24
27/10/2019,LUX,1130,LUXEMBOURG,ANGLAIS,FRANCAIS,,,,2e_visite,24,26
27/10/2019,BEL,6740,ETALLE,LUXEMBOURGEOIS,FRANCAIS,,,,2e_visite,37,37
28/10/2019,LUX,8370,HOBSCHEID,FRANCAIS,ANGLAIS,,,,2e_visite,31,24
28/10/2019,LUX,6161,BOURGLINSTER,FRANCAIS,ANGLAIS,,,,2e_visite,40,45
28/10/2019,LUX,4947,SPRINKANGE,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,16,10
28/10/2019,LUX,6793,GREVENMACHER,ALLEMAND,LUXEMBOURGEOIS,,,,2e_visite,39,55
28/10/2019,LUX,4924,KAERJENG,ALLEMAND,LUXEMBOURGEOIS,,,,2e_visite,14,7
28/10/2019,LUX,3422,DUDELANGE,FRANCAIS,PORTUGAIS,,,,2e_visite,24,20
29/10/2019,LUX,3932,MONDERCANGE,ALLEMAND,RUSSE,,,,2e_visite,15,11
29/10/2019,FRA,57100,THIONVILLE,FRANCAIS,,,,,2e_visite,41,39
30/10/2019,LUX,1742,LUXEMBOURG,ANGLAIS,ESPAGNOL,FRANCAIS,ITALIEN,,2e_visite,28,30
30/10/2019,LUX,8230,MAMER,FRANCAIS,TCHEQUE,,,,2e_visite,28,20
30/10/2019,LUX,4580,DIFFERDANGE,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,4,1
30/10/2019,LUX,4677,DIFFERDANGE,ANGLAIS,FRANCAIS,,,,2e_visite,4,1
30/10/2019,LUX,8245,MAMER,ALLEMAND,LUXEMBOURGEOIS,,,,2e_visite,28,20
30/10/2019,LUX,9132,SCHIEREN,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,58,56
30/10/2019,LUX,3468,DUDELANGE,LUXEMBOURGEOIS,FRANCAIS,,,,2e_visite,24,25
30/10/2019,LUX,3486,DUDELANGE,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,22,20
31/10/2019,LUX,1851,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,24,25
01/11/2019,LUX,7242,HELMSANGE,FRANCAIS,ANGLAIS,,,,2e_visite,31,35
01/11/2019,LUX,1354,LUXEMBOURG,ANGLAIS,TAMIL,,,,2e_visite,27,32
02/11/2019,LUX,4465,SOLEUVRE,ANGLAIS,FRANCAIS,,,,2e_visite,7,4
02/11/2019,LUX,3259,BETTEMBOURG,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,22,24
02/11/2019,LUX,2368,ESCH-SUR-ALZETTE ,ANGLAIS,GRECQUE,,,,2e_visite,12,7
03/11/2019,LUX,1263,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,25,26
03/11/2019,LUX,5359,SCHUTTRANGE,ALLEMAND,LUXEMBOURGEOIS,,,,2e_visite,32,39
03/11/2019,FRA,57330,ENTRANGE,ALLEMAND,FRANCAIS,,,,2e_visite,28,30
03/11/2019,LUX,2161,LUXEMBOURG,ANGLAIS,,,,,2e_visite,31,30
03/11/2019,FRA,54810,LONGLAVILLE,POLONAIS,FRANCAIS,,,,2e_visite,19,15
03/11/2019,LUX,57390,AUDUN-LE-TICHE,FRANCAIS,ITALIEN,,,,2e_visite,14,11
03/11/2019,LUX,7241,BERELDANGE,ANGLAIS,FRANCAIS,,,,2e_visite,33,31
03/11/2019,LUX,8370,HOBSCHEID,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,31,26
03/11/2019,LUX,4955,KAERJENG,ANGLAIS,,,,,2e_visite,12,7
03/11/2019,LUX,2328,LUXEMBOURG,LUXEMBOURGEOIS,FRANCAIS,,,,2e_visite,26,32
03/11/2019,LUX,2730,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,23,25
04/11/2019,LUX,7540,ROLLINGEN,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,37,48
04/11/2019,BEL,6700,ARLON,ALLEMAND,LUXEMBOURGEOIS,ANGLAIS,FRANCAIS,LUXEMBOURGEOIS,2e_visite,32,26
09/11/2019,FRA,54350,MONT-SAINT-MARTIN,ITALIEN,FRANCAIS,,,,2e_visite,19,14
10/11/2019,LUX,1268,LUXEMBOURG,ALLEMAND,ANGLAIS,,,,2e_visite,24,32
10/11/2019,LUX,4888,LAMADELAINE,FRANCAIS,LUXEMBOURGEOIS,,,,2e_visite,12,7
11/11/2019,FRA,57310,BOUSSE,ANGLAIS,FRANCAIS,,,,2e_visite,43,52
02/01/2019,LUX,1309,LUXEMBOURG,ALLEMAND,SLOVAQUE,,,,3e_visite,21,24.5
03/01/2019,LUX,4946,BASCHARAGE,LUXEMBOURGEOIS,,,,,3e_visite,12,6.1
05/01/2019,LUX,8009,STRASSEN,LUXEMBOURGEOIS,ESPAGNOL,,,,3e_visite,20,25.4
06/01/2019,LUX,3332,FENNANGE,FRANCAIS,PORTUGAIS,,,,3e_visite,17,18.5
12/01/2019,LUX,2448,LUXEMBOURG,FRANCAIS,,,,,3e_visite,19,22.6
13/01/2019,LUX,3333,EHLANGE,FRANCAIS,,,,,3e_visite,14,16
13/01/2019,LUX,1250,LUXEMBOURG,ANGLAIS,,,,,3e_visite,19,22.6
13/01/2019,BEL,6791,ATHUS,FRANCAIS,HONGROIS,,,,3e_visite,12,9.5
03/02/2019,LUX,2152,LUXEMBOURG,ALLEMAND,ANGLAIS,,,,3e_visite,29,39.2
08/02/2019,DEU,66706,PERL,ANGLAIS,LITUANIEN,FRANCAIS,,,3e_visite,34,43.9
11/02/2019,FRA,54920,VILLERS-LA-MONTAGNE,ANGLAIS,FRANCAIS,,,,3e_visite,20,14.3
16/02/2019,LUX,8035,STRASSEN,ALLEMAND,ANGLAIS,FRANCAIS,,,3e_visite,20,25.9
23/02/2019,LUX,4505,NIEDERKORN,FRANCAIS,,,,,3e_visite,8,2.2
