DATE,PAYS,CODE_POSTAL,LOCALITE,LANGUE_MATERNELLE,LANGUE_VEHICULAIRE,COMMENT_NOUS_AVEZ_VOUS_DECOUVERT,MIN,KM
02/11/2019,LUX,8230,MAMER,LUXEMBOURGEOIS,LUXEMBOURGEOIS,ECOLE,26,19
02/11/2019,FRA,57840,ROCHONVILLERS,LUXEMBOURGEOIS,ANGLAIS,ECOLE,28,23
02/11/2019,LUX,4645,DIFFERDANGE,PORTUGAIS,FRANCAIS,ECOLE,4,2
03/11/2019,LUX,3454,DUDELANGE,LUXEMBOURGEOIS,FRANCAIS,ECOLE,21,21
03/11/2019,LUX,8094,BERTRANGE,LUXEMBOURGEOIS,FRANCAIS,ECOLE,23,20
03/11/2019,LUX,5670,ALTWIES,FRANCAIS,ANGLAIS,ECOLE,25,32
03/11/2019,FRA,57480,WALDWISSE,FRANCAIS,FRANCAIS,ECOLE,47,52
03/11/2019,DEU,66706,PERL,ALLEMAND,ANGLAIS,ECOLE,35,46
03/11/2019,DEU,66706,PERL,ALLEMAND,ANGLAIS,ECOLE,35,46
03/11/2019,LUX,4407,SANEM,PORTUGAIS,LUXEMBOURGEOIS,ECOLE,10,6
07/11/2019,LUX,8072,BERTRANGE,PORTUGAIS,LUXEMBOURGEOIS,ECOLE,15,16
10/11/2019,LUX,1550,LUXEMBOURG,ITALIEN,FRANCAIS,ECOLE,27,28
10/11/2019,LUX,3378,LIVANGE,LUXEMBOURGEOIS,FRANCAIS,ECOLE,19,25
10/11/2019,LUX,4804,RODANGE,LUXEMBOURGEOIS,FRANCAIS,ECOLE,16,9
10/11/2019,LUX,4268,ESCH-SUR-ALZETTE ,FRANCAIS,LUXEMBOURGEOIS,ECOLE,12,10
11/11/2019,FRA,57330,ENTRANGE,FRANCAIS,ANGLAIS,ECOLE,25,30
03/01/2019,LUX,9662,KAUNDORF,LUXEMBOURGEOIS,LUXEMBOURGEOIS,ENTREPRISE,62,68
03/01/2019,DEU,66706,PERL,ALLEMAND,FRANCAIS,ENTREPRISE,33,43
04/01/2019,LUX,8124,BRIDEL,LUXEMBOURGEOIS,LUXEMBOURGEOIS,ENTREPRISE,25,31
27/01/2019,LUX,1511,LUXEMBOURG,ESPAGNOL,FRANCAIS,ENTREPRISE,19,24.3
15/02/2019,FRA,57700,NEUFCHEF,FRANCAIS,FRANCAIS,ENTREPRISE,33,32
06/03/2019,FRA,54350,MONT ST MARTIN,FRANCAIS,FRANCAIS,ENTREPRISE,23,13
10/03/2019,FRA,54620,BOISMONT,FRANCAIS,FRANCAIS,ENTREPRISE,26,22
17/03/2019,LUX,8035,STRASSEN,LUXEMBOURGEOIS/NORVEGIEN,ALLEMAND,ENTREPRISE,20,25.9
09/04/2019,FRA,57100,THIONVILLE,FRANCAIS,ANGLAIS,ENTREPRISE,41,40.7
28/04/2019,LUX,7670,REULAND,FRANCAIS,LUXEMBOURGEOIS,ENTREPRISE,38,49.7
09/05/2019,LUX,3321,BERCHEM,ROUMAIN,FRANCAIS,ENTREPRISE,24,25
12/05/2019,LUX,4482,SANEM,LUXEMBOURGEOIS,FRANCAIS,ENTREPRISE,8,4.9
12/07/2019,CHE,3014,BERN,ALLEMAND/LUXEMBOURGEOIS,ANGLAIS,ENTREPRISE,,
25/07/2019,LUX,6131,JUNGLINSTER,LUXEMBOURGEOIS,FRANCAIS,ENTREPRISE,34,43
30/07/2019,FRA,54620,BEUVILLE,FRANCAIS,ANGLAIS,ENTREPRISE,28,21
31/07/2019,LUX,4670,DIFFERDANGE,LUXEMBOURGEOIS,FRANCAIS,ENTREPRISE,4,2
06/08/2019,LUX,3383,NOERTZANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,ENTREPRISE,17,17
08/09/2019,LUX,3397,ROESER,FRANCAIS,LUXEMBOURGEOIS,ENTREPRISE,23,27
06/10/2019,LUX,7782,BISSEN,FRANCAIS/LUXEMBOURGEOIS,ANGLAIS,ENTREPRISE,40,56
02/01/2019,LUX,2117,LUXEMBOURG,FRANCAIS,FRANCAIS,FACEBOOK,21,24.5
02/01/2019,FRA,57445,SARRBURG,FRANCAIS,FRANCAIS,FACEBOOK,112,191
02/01/2019,LUX,9370,DIEKIRCH,LUXEMBOURGEOIS,LUXEMBOURGEOIS,FACEBOOK,48,69
02/01/2019,BEL,6700,ARLON,FRANCAIS,ANGLAIS,FACEBOOK,35,25
02/01/2019,BEL,9308,AALST,ANGLAIS,ANGLAIS,FACEBOOK,,
02/01/2019,LUX,5690,EHLANGE-SUR-MESS,LUXEMBOURGEOIS,LUXEMBOURGEOIS,FACEBOOK,10,7.1
02/01/2019,FRA,54520,LEVEILLE,FRANCAIS,FRANCAIS,FACEBOOK,168,255
03/01/2019,LUX,7307,STEINSEL,ALLEMAND,LUXEMBOURGEOIS,FACEBOOK,30,35
03/01/2019,LUX,4640,OBERKORN,LUXEMBOURGEOIS,LUXEMBOURGEOIS,FACEBOOK,4,1.2
04/01/2019,LUX,1357,LUXEMBOURG,LUXEMBOURGEOIS,LUXEMBOURGEOIS,FACEBOOK,21,24.5
05/01/2019,FRA,57280,HAUCONCOURT,FRANCAIS,ANGLAIS,FACEBOOK,39,57.5
06/01/2019,LUX,8022,STRASSEN,ITALIEN,FRANCAIS,FACEBOOK,20,26.2
06/01/2019,LUX,4940,KAERJENG,LUXEMBOURGEOIS,FRANCAIS,FACEBOOK,12,7
06/01/2019,LUX,2353,LUXEMBOURG,LUXEMBOURGEOIS,FRANCAIS,FACEBOOK,19,22.6
13/01/2019,LUX,3336,HELLANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,FACEBOOK,17,23
19/01/2019,DEU,54662,HERFORST,ALLEMAND/ANGLAIS,ALLEMAND/ANGLAIS,FACEBOOK,66,96.8
19/01/2019,LUX,1716,LUXEMBOURG,RUSSE,ANGLAIS,FACEBOOK,29,27
20/01/2019,LUX,2342,LUXEMBOURG,DANOIS,ANGLAIS/ALLEMAND,FACEBOOK,19,24.3
09/02/2019,LUX,1746,LUXEMBOURG,ITALIEN,ANGLAIS,FACEBOOK,27,34
11/02/2019,FRA,57700,HAYANGE,FRANCAIS,FRANCAIS,FACEBOOK,30,40
11/02/2019,FRA,57970,STUCKANGE,FRANCAIS,ESPAGNOL,FACEBOOK,49,52.1
12/02/2019,FRA,57310,RURANGE-LES-THIONVILLE,FRANCAIS,ANGLAIS/ALLEMAND,FACEBOOK,42,50.4
12/02/2019,FRA,57480,HAUTE-KONTZ,FRANCAIS,ANGLAIS,FACEBOOK,44,51.2
13/02/2019,FRA,57190,FLORANGE,FRANCAIS,FRANCAIS,FACEBOOK,32,40
13/02/2019,FRA,57570,PUTTELANGE-LES--THIONVILLE,FRANCAIS,FRANCAIS,FACEBOOK,25,31
13/02/2019,FRA,57310,BERTRANGE,FRANCAIS,FRANCAIS,FACEBOOK,36,46
14/02/2019,FRA,54730,GORCY,FRANCAIS,FRANCAIS,FACEBOOK,37,30
14/02/2019,FRA,57420,CHEMINET,FRANCAIS,ANGLAIS,FACEBOOK,65,88.2
14/02/2019,FRA,57940,VOLSTROFF,FRANCAIS,LUXEMBOURGEOIS,FACEBOOK,42,53.8
14/02/2019,FRA,57330,ENTRANGE,FRANCAIS,ALLEMAND,FACEBOOK,26,28.8
14/02/2019,FRA,57380,PONTPIERRE,FRANCAIS,ITALIEN,FACEBOOK,80,107
15/02/2019,FRA,57100,THIONVILLE,FRANCAIS,FRANCAIS,FACEBOOK,32,41
15/02/2019,FRA,54000,NANCY,FRANCAIS,FRANCAIS,FACEBOOK,87,116
15/02/2019,FRA,54130,SAINT-MAX,FRANCAIS,FRANCAIS,FACEBOOK,87,117
16/02/2019,FRA,54610,CHENICOURT,FRANCAIS,ANGLAIS,FACEBOOK,70,101
16/02/2019,FRA,57780,ROSSELANGE,FRANCAIS,ALLEMAND,FACEBOOK,50,51.8
16/02/2019,FRA,57290,FAMECK,FRANCAIS,LUXEMBOURGEOIS,FACEBOOK,36,40
16/02/2019,FRA,57970,FLORANGE,FRANCAIS,ALLEMAND,FACEBOOK,29,39
16/02/2019,FRA,57330,ESCHERANGE,FRANCAIS,FRANCAIS,FACEBOOK,24,28.8
16/02/2019,FRA,54400,COSNES-ET-ROMAINS,FRANCAIS,ANGLAIS/LUXEMBOURGEOIS,FACEBOOK,25,20.5
17/02/2019,FRA,57100,THIONVILLE,FRANCAIS,ANGLAIS,FACEBOOK,35,40.7
17/02/2019,FRA,54356,MONT ST MARTIN,FRANCAIS,FRANCAIS,FACEBOOK,18,13.8
17/02/2019,LUX,7788,BISSEN,LUXEMBOURGEOIS,ALLEMAND,FACEBOOK,38,54.8
18/02/2019,LUX,3383,NOERTZANGE,LUXEMBOURGEOIS,FRANCAIS,FACEBOOK,15,16.2
18/02/2019,FRA,57100,THIONVILLE,FRANCAIS,ANGLAIS,FACEBOOK,38,40.7
18/02/2019,FRA,57000,METZ,FRANCAIS,FRANCAIS,FACEBOOK,53,68.7
19/02/2019,FRA,88110,LUVIGNY,FRANCAIS,ANGLAIS,FACEBOOK,140,204
19/02/2019,FRA,54110,HUDIVILLER,FRANCAIS,FRANCAIS,FACEBOOK,96,148
19/02/2019,FRA,54110,HUDIVILLER,FRANCAIS,ANGLAIS,FACEBOOK,96,148
19/02/2019,LUX,5730,GLATIGNY,FRANCAIS,ANGLAIS,FACEBOOK,65,86.5
19/02/2019,FRA,54490,XIVRY-CIRCOURT,FRANCAIS,ANGLAIS/ITALIEN,FACEBOOK,38,31.5
19/02/2019,FRA,54440,HERSERANGE,FRANCAIS,ANGLAIS,FACEBOOK,22,14.8
19/02/2019,LUX,3680,KAYL,LUXEMBOURGEOIS,FRANCAIS,FACEBOOK,19,17.9
19/02/2019,FRA,57310,BOUSSE,FRANCAIS,ALLEMAND,FACEBOOK,42,50.4
19/02/2019,FRA,57100,THIONVILLE,FRANCAIS,ESPAGNOL,FACEBOOK,37,40.7
19/02/2019,FRA,54260,TELLANCOURT,FRANCAIS,LUXEMBOURGEOIS,FACEBOOK,41,37.6
19/02/2019,FRA,57120,ROMBAS,FRANCAIS,ANGLAIS/ITALIEN,FACEBOOK,46,51.8
20/02/2019,FRA,57590,AJONCOURT,FRANCAIS,FRANCAIS,FACEBOOK,77,78.8
20/02/2019,LUX,1134,LUXEMBOURG,ANGLAIS,ESPAGNOL,FACEBOOK,25,25.8
20/02/2019,FRA,54190,TIERCELET,FRANCAIS,FRANCAIS,FACEBOOK,16,10.8
20/02/2019,FRA,54150,LES BAROCHES,FRANCAIS,FRANCAIS,FACEBOOK,45,41.3
20/02/2019,FRA,57970,STUCKANGE,FRANCAIS,ANGLAIS,FACEBOOK,50,52.1
21/02/2019,FRA,54400,COSNES-ET-ROMAINS,FRANCAIS,ITALIEN,FACEBOOK,28,23.3
21/02/2019,FRA,54500,VANDOEUVRE-LES-NANCY,FRANCAIS,ANGLAIS,FACEBOOK,93,128
21/02/2019,LUX,6161,BOURGLINSTER,LUXEMBOURGEOIS,FRANCAIS,FACEBOOK,36,44.7
21/02/2019,FRA,57270,UCKANGE,FRANCAIS,ANGLAIS,FACEBOOK,41,46.9
21/02/2019,FRA,57970,STUCKANGE,FRANCAIS,BERBERE,FACEBOOK,48,57.9
21/02/2019,FRA,57190,FLORANGE,FRANCAIS,ANGLAIS,FACEBOOK,31,39
21/02/2019,FRA,57680,GORZE,FRANCAIS,ITALIEN,FACEBOOK,68,86.1
21/02/2019,FRA,57310,BOUSSE,FRANCAIS,ANGLAIS,FACEBOOK,43,50.4
21/02/2019,FRA,57970,YUTZ,FRANCAIS,ALLEMAND/ANGLAIS,FACEBOOK,38,44.9
22/02/2019,FRA,57535,BRONVAUX,FRANCAIS,ANGLAIS,FACEBOOK,51,52.8
22/02/2019,FRA,57710,TRESSANGE,FRANCAIS,ANGLAIS,FACEBOOK,32,23.9
22/02/2019,FRA,54960,MERCY-LES-BAS,FRANCAIS,ANGLAIS,FACEBOOK,32,25.1
22/02/2019,FRA,57480,WALDWISSE,FRANCAIS,ANGLAIS,FACEBOOK,44,51.2
22/02/2019,FRA,54800,JARNY,FRANCAIS,ALLEMAND/ITALIEN,FACEBOOK,57,54.7
22/02/2019,FRA,54920,MORFONTAINE,FRANCAIS,FRANCAIS,FACEBOOK,19,14.3
22/02/2019,LUX,3772,TETANGE,LUXEMBOURGEOIS,FRANCAIS,FACEBOOK,21,19.3
22/02/2019,FRA,57290,FAMECK,FRANCAIS,ANGLAIS,FACEBOOK,36,40
22/02/2019,FRA,54190,TIERCELET,FRANCAIS,LUXEMBOURGEOIS,FACEBOOK,16,10.8
22/02/2019,FRA,57655,BOULANGE,FRANCAIS,ALLEMAND,FACEBOOK,29,25.7
23/02/2019,LUX,4210,ESCH/ALZETTE,FRANCAIS,FRANCAIS,FACEBOOK,18,9
23/02/2019,FRA,55320,GENICOURT-SUR-MEUSE,FRANCAIS,FRANCAIS,FACEBOOK,75,95
23/02/2019,FRA,57300,MONDELANGE,FRANCAIS,FRANCAIS,FACEBOOK,35,46
23/02/2019,FRA,57160,MOULIN-LES-METZ,FRANCAIS,FRANCAIS,FACEBOOK,51,69
24/02/2019,FRA,57180,TERVILLE,HONGROIS,FRANCAIS,FACEBOOK,31,39
24/02/2019,FRA,57700,HAYANGE,FRANCAIS,FRANCAIS,FACEBOOK,28,40
24/02/2019,FRA,57700,HAYANGE,FRANCAIS,FRANCAIS,FACEBOOK,28,40
24/02/2019,LUX,8083,BERTRANGE,ANGLAIS,ANGLAIS,FACEBOOK,21,27
24/02/2019,LUX,1250,LUXEMBOURG,ANGLAIS,ANGLAIS,FACEBOOK,25,27
24/02/2019,FRA,54750,TRIEUX,FRANCAIS,FRANCAIS,FACEBOOK,28,29
24/02/2019,FRA,57290,FAMECK,FRANCAIS,FRANCAIS,FACEBOOK,32,39
24/02/2019,LUX,5861,FENTANGE,ROUMAIN,FRANCAIS,FACEBOOK,21,28
24/02/2019,FRA,57000,NANCY,FRANCAIS,FRANCAIS,FACEBOOK,82,122
01/03/2019,DEU,56355,NASTŽTTEN,ALLEMAND,ALLEMAND,FACEBOOK,130,221
02/03/2019,FRA,57920,BUDING,FRANCAIS,ALLEMAND,FACEBOOK,56,62
02/03/2019,LUX,7570,MERSCH,BULGARE/LUXEMBOURGEOIS,FRANCAIS,FACEBOOK,37,43
02/03/2019,FRA,57270,UCKANGE,FRANCAIS,ANGLAIS,FACEBOOK,40,46.9
02/03/2019,LUX,5750,FRISANGE,ANGLAIS,POLONAIS,FACEBOOK,21,27.1
03/03/2019,FRA,54920,MORFONTAINE,FRANCAIS,PORTUGAIS,FACEBOOK,19,14.3
03/03/2019,LUX,8805,RAMBROUCH,LUXEMBOURGEOIS,ALLEMAND,FACEBOOK,48,43.2
03/03/2019,LUX,2127,LUXEMBOURG,LUXEMBOURGEOIS,FRANCAIS,FACEBOOK,28,35.5
04/03/2019,LUX,54331,OBERBILLIG,ALLEMAND,ALLEMAND,FACEBOOK,41,59
06/03/2019,DEU,55294,BODENHEIM,ALLEMAND,ANGLAIS,FACEBOOK,139,242
08/03/2019,FRA,54730,GORCY,FRANCAIS,FRANCAIS,FACEBOOK,37,30
08/03/2019,BEL,6730,TINTIGNY,FRANCAIS,ANGLAIS,FACEBOOK,47,47.6
08/03/2019,FRA,55600,THONNE-LE-THIL,FRANCAIS,FRANCAIS,FACEBOOK,59,56.2
09/03/2019,LUX,4470,SOLEUVRE,ALLEMAND,ALLEMAND,FACEBOOK,5,2.8
10/03/2019,LUX,5670,MONDORF LES BAINS,LUXEMBOURGEOIS,LUXEMBOURGEOIS,FACEBOOK,21,31
10/03/2019,FRA,54400,LONGWY,ALLEMAND/FRANCAIS,FRANCAIS,FACEBOOK,20,19
10/03/2019,DEU,66333,VOLKINGEN,ALLEMAND,ALLEMAND,FACEBOOK,64,96
10/03/2019,FRA,54720,CUTRY,FRANCAIS,ANGLAIS,FACEBOOK,22,18
10/03/2019,LUX,1429,LUXEMBOURG,ALLEMAND,ANGLAIS,FACEBOOK,22,28
10/03/2019,FRA,54680,CRUSNES,FRANCAIS,FRANCAIS,FACEBOOK,21,17
13/03/2019,FRA,57330,ZOUFTGEN,POLONAIS,FRANCAIS,FACEBOOK,37,33
16/03/2019,FRA,57150,CREUTZWALD,FRANCAIS/POLONAIS,ANGLAIS,FACEBOOK,65,98.6
17/03/2019,LUX,2521,LUXEMBOURG,ROUMAIN,ANGLAIS/FRANCAIS,FACEBOOK,23,27.2
17/03/2019,LUX,5675,BURMERANGE,LUXEMBOURGEOIS,ALLEMAND,FACEBOOK,28,38.2
17/03/2019,LUX,6240,GRAULINSTER,RUSSE,ANGLAIS,FACEBOOK,35,48.1
17/03/2019,LUX,5362,SCHRASSIG,ANGLAIS,LUXEMBOURGEOIS,FACEBOOK,40,37.7
22/03/2019,BEL,1170,WATERMAEL-BOITSFORT,FRANCAIS,FRANCAIS,FACEBOOK,146,203
22/03/2019,LUX,3320,BERCHEM,UKRAINIEN,ANGLAIS,FACEBOOK,22,26.1
22/03/2019,LUX,4538,DIFFERDANGE,LUXEMBOURGEOIS,FRANCAIS,FACEBOOK,6,2.3
23/03/2019,FRA,54750,TRIEUX,FRANCAIS,FRANCAIS,FACEBOOK,29,28
23/03/2019,FRA,54640,TUCQUEGNIEUX,FRANCAIS,FRANCAIS,FACEBOOK,34,32
24/03/2019,LUX,1140,LUXEMBOURG,ITALIEN,FRANCAIS,FACEBOOK,22,27.9
07/04/2019,LUX,7641,WALDBILLIG,LUXEMBOURGEOIS,LUXEMBOURGEOIS,FACEBOOK,42,56
08/04/2019,FRA,57280,FEVES,FRANCAIS,ESPAGNOL,FACEBOOK,46,53.6
08/04/2019,FRA,57570,HAGEN,FRANCAIS,ANGLAIS,FACEBOOK,34,36
09/04/2019,LUX,4490,BELVAUX,LUXEMBOURGEOIS,FRANCAIS,FACEBOOK,9,5.3
10/04/2019,FRA,57120,ROMBAS,FRANCAIS,ANGLAIS,FACEBOOK,45,51.8
10/04/2019,LUX,4418,SANEM,LUXEMBOURGEOIS,FRANCAIS,FACEBOOK,7,4
10/04/2019,LUX,1815,LUXEMBOURG,POLONAIS,FRANCAIS,FACEBOOK,27,27.9
12/04/2019,LUX,2273,LUXEMBOURG,ROUMAIN,FRANCAIS,FACEBOOK,23,27
13/04/2019,FRA,54960,MERCY-LE-BAS,FRANCAIS,ANGLAIS,FACEBOOK,32,25
13/04/2019,LUX,8287,KEHLEN,POLONAIS,ANGLAIS,FACEBOOK,28,36.1
14/04/2019,LUX,7565,MERSCH,ANGLAIS/FRANCAIS,ANGLAIS/FRANCAIS,FACEBOOK,36,51.3
14/04/2019,LUX,1546,LUXEMBOURG,FRANCAIS,RUSSE,FACEBOOK,20,23
14/04/2019,FRA,54720,CUTRY,FRANCAIS,FRANCAIS,FACEBOOK,27,17.5
14/04/2019,FRA,57600,FORBACH,PORTUGAIS,ALLEMAND/FRANCAIS,FACEBOOK,75,124
15/04/2019,LUX,7307,STEINSEL,FRANCAIS,ALLEMAND/LUXEMBOURGEOIS ,FACEBOOK,32,35.7
16/04/2019,FRA,57390,AUDUN-LE-TICHE,FRANCAIS,ANGLAIS,FACEBOOK,15,11
16/04/2019,FRA,57000,METZ,FRANCAIS,ANGLAIS,FACEBOOK,57,64.8
16/04/2019,FRA,54000,NANCY,FRANCAIS,ANGLAIS,FACEBOOK,93,117
16/04/2019,FRA,54400,LONGWY,FRANCAIS,ANGLAIS,FACEBOOK,29,23.3
17/04/2019,LUX,7653,HEFFINGEN,LUXEMBOURGEOIS,LUXEMBOURGEOIS,FACEBOOK,42,50.8
18/04/2019,FRA,57450,THEDING,FRANCAIS,ALLEMAND,FACEBOOK,81,119
18/04/2019,FRA,54240,JOEUF,FRANCAIS,ANGLAIS,FACEBOOK,51,48.9
19/04/2019,LUX,7446,LINTGEN,DANOIS,ANGLAIS,FACEBOOK,37,45.3
20/04/2019,LUX,8353,GARNICH,LUXEMBOURGEOIS,LUXEMBOURGEOIS,FACEBOOK,20,14.2
21/04/2019,FRA,57100,THIONVILLE,FRANCAIS,FRANCAIS,FACEBOOK,30,40
27/04/2019,DEU,66564,OTTWEILER,ALLEMAND,ANGLAIS,FACEBOOK,83,131
27/04/2019,LUX,8273,MAMER,SLOVAQUE,ANGLAIS,FACEBOOK,27,19.3
28/04/2019,LUX,1321,LUXEMBOURG,RUSSE,ANGLAIS,FACEBOOK,19,22.2
28/04/2019,FRA,57970,STUCKANGE,PORTUGAIS,FRANCAIS,FACEBOOK,46,57.9
28/04/2019,FRA,57100,THIONVILLE,FRANCAIS,ANGLAIS,FACEBOOK,35,40.7
28/04/2019,LUX,8140,BRIDEL,ITALIEN,ANGLAIS,FACEBOOK,25,31.3
01/05/2019,LUX,5752,FRISANGE,FRANCAIS,FRANCAIS,FACEBOOK,21,27.4
01/05/2019,LUX,2335,Luxembourg,PORTUGAIS,FRANCAIS,FACEBOOK,25,27
01/05/2019,LUX,4444,BELVAUX,PORTUGAIS,FRANCAIS,FACEBOOK,9,5.2
01/05/2019,LUX,1281,Luxembourg,RUSSE,ANGLAIS,FACEBOOK,24,26.3
01/05/2019,LUX,7320,STEINSEL,CHINOIS,ANGLAIS,FACEBOOK,32,35.7
01/05/2019,LUX,2539,Luxembourg,ESPAGNOL,ANGLAIS,FACEBOOK,26,32.1
01/05/2019,LUX,2221,Luxembourg,ROUMAIN,FRANCAIS,FACEBOOK,26,33.4
01/05/2019,LUX,8041,STRASSEN,PORTUGAIS,FRANCAIS/LUXEMBOURGEOIS,FACEBOOK,21,26.3
01/05/2019,LUX,1209,SENNINGERBERG,GRECQUE,FRANCAIS,FACEBOOK,26,36.4
01/05/2019,LUX,2542,Luxembourg,ITALIEN,FRANCAIS,FACEBOOK,30,29.7
01/05/2019,LUX,5956,ITZIG,SERBE,ANGLAIS,FACEBOOK,26,29.9
01/05/2019,LUX,9144,HIERHECK,FRANCAIS,FRANCAIS,FACEBOOK,54,50.1
01/05/2019,LUX,8042,STRASSEN,ARABE,ANGLAIS,FACEBOOK,21,26.5
01/05/2019,LUX,3919,MONDERCANGE,LUXEMBOURGEOIS,FRANCAIS,FACEBOOK,15,9.4
01/05/2019,LUX,3833,SCHIFFLANGE,ARABE,ANGLAIS,FACEBOOK,14,13.1
01/05/2019,LUX,3251,BETTEMBOURG,HINDI,ANGLAIS,FACEBOOK,22,21.6
01/05/2019,LUX,5752,FRISANGE,ANGLAIS,FRANCAIS,FACEBOOK,22,27.4
01/05/2019,LUX,3742,RUMELANGE,PORTUGAIS,FRANCAIS,FACEBOOK,22,16.3
01/05/2019,LUX,9088,ETTELBRUCK,PORTUGAIS,FRANCAIS,FACEBOOK,45,62.5
01/05/2019,LUX,9175,NIEDERFEULEN,ALLEMAND/FRANCAIS,ALLEMAND/FRANCAIS,FACEBOOK,49,66.3
01/05/2019,LUX,1224,LUXEMBOURG,ROUMAIN,FRANCAIS,FACEBOOK,22,25.1
01/05/2019,LUX,8011,STRASSEN,ANGLAIS,LUXEMBOURGEOIS,FACEBOOK,23,26.7
04/05/2019,LUX,3321,BERCHEM,FRANCAIS,FRANCAIS,FACEBOOK,21,26
04/05/2019,DEU,54634,BITBURG,ALLEMAND,ANGLAIS,FACEBOOK,60,95
04/05/2019,LUX,8096,BERTRANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,FACEBOOK,22,27
04/05/2019,LUX,1543,LUXEMBOURG,FRANCAIS,FRANCAIS,FACEBOOK,24,34
05/05/2019,FRA,54135,MEXY,FRANCAIS,FRANCAIS,FACEBOOK,19,16
05/05/2019,LUX,6915,ROODT-SUR-SYRE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,FACEBOOK,31,45
05/05/2019,LUX,4170,ESCH-SUR-ALZETTE ,PORTUGAIS,LUXEMBOURGEOIS,FACEBOOK,14,11
05/05/2019,LUX,1429,LUXEMBOURG,ALLEMAND,ANGLAIS,FACEBOOK,22,28
05/05/2019,LUX,1429,LUXEMBOURG,ALLEMAND,ANGLAIS,FACEBOOK,23,28
05/05/2019,FRA,54590,HUSSSIGNY ,FRANCAIS,FRANCAIS,FACEBOOK,9,5.5
08/05/2019,FRA,57570,FIXEM,FRANCAIS,FRANCAIS,FACEBOOK,26,31
08/05/2019,FRA,57620,LEMBERG,FRANCAIS,FRANCAIS,FACEBOOK,119,176
08/05/2019,FRA,57710,AUMETZ,FRANCAIS,FRANCAIS,FACEBOOK,23,19
09/05/2019,LUX,5471,WELLENSTEIN,LUXEMBOURGEOIS,ALLEMAND/LUXEMBOURGEOIS ,FACEBOOK,30,38
09/05/2019,LUX,4592,DIFFERDANGE,ITALIEN,ANGLAIS,FACEBOOK,7,450M
09/05/2019,LUX,4973,BASCHARAGE,ROUMAIN,FRANCAIS,FACEBOOK,19,15
09/05/2019,LUX,9188,VICHTEN,LUXEMBOURGEOIS,FRANCAIS,FACEBOOK,46,60
09/05/2019,LUX,7433,GREVENKNAPP,LUXEMBOURGEOIS,ALLEMAND,FACEBOOK,41,56
09/05/2019,LUX,1947,LUXEMBOURG,SLOVENE,ALLEMAND,FACEBOOK,28,34
09/05/2019,LUX,4140,ESCH-SUR-ALZETTE ,POLONAIS,ALLEMAND,FACEBOOK,14,8.00
09/05/2019,LUX,3515,DUDELANGE,PORTUGAIS,FRANCAIS,FACEBOOK,20,17
09/05/2019,LUX,4450,BELVAUX,PORTUGAIS,FRANCAIS,FACEBOOK,7,4.4
09/05/2019,LUX,4026,ESCH-SUR-ALZETTE ,LUXEMBOURGEOIS,LUXEMBOURGEOIS,FACEBOOK,11,6.6
11/05/2019,DEU,9034,CHEMNITZ,ANGLAIS,ESPAGNOL,FACEBOOK,,
11/05/2019,LUX,2332,LUXEMBOURG,ANGLAIS,ITALIEN,FACEBOOK,27,27
11/05/2019,LUX,5213,SANDWEILER,POLONAIS,ALLEMAND,FACEBOOK,29,39.1
11/05/2019,LUX,4438.00,SOLEUVRE,LUXEMBOURGEOIS,ALLEMAND,FACEBOOK,6,2
11/05/2019,LUX,2410,STRASSEN,LETTON,FRANCAIS,FACEBOOK,27,31.8
11/05/2019,FRA,54440,LONGWY,FRANCAIS,FRANCAIS,FACEBOOK,21,14.9
11/05/2019,LUX,3873,SCHIFFLANGE,RUSSE,FRANCAIS,FACEBOOK,15,13.2
12/05/2019,FRA,57310,BOUSSE,CAMBODGIEN,FRANCAIS,FACEBOOK,41,50.4
12/05/2019,LUX,2330,LUXEMBOURG,FRANCAIS,RUSSE,FACEBOOK,24,26.3
14/05/2019,LUX,1230,LUXEMBOURG,ROUMAIN,FRANCAIS,FACEBOOK,24,26
19/05/2019,DEU,54294,TRIER,LUXEMBOURGEOIS,LUXEMBOURGEOIS,FACEBOOK,51,73
19/05/2019,LUX,1354,LUXEMBOURG,ITALIEN,FRANCAIS,FACEBOOK,24,31
19/05/2019,BEL,6700,ARLON,ROUMAIN,FRANCAIS,FACEBOOK,29,27
19/05/2019,LUX,9189,VICHTEN,LUXEMBOURGEOIS,LUXEMBOURGEOIS,FACEBOOK,43,58
25/05/2019,LUX,7374,LORENTZWEILER,PORTUGAIS,LUXEMBOURGEOIS,FACEBOOK,32,37
28/05/2019,LUX,4055,ESCH-SUR-ALZETTE ,LUXEMBOURGEOIS,ANGLAIS,FACEBOOK,12,10
28/05/2019,LUX,4930,BASCHARAGE,PORTUGAIS,FRANCAIS,FACEBOOK,11,7
28/05/2019,LUX,3753,RUMELANGE,ANGLAIS,FRANCAIS,FACEBOOK,28,17
30/05/2019,NLD,9781 LL,BEDUM,NERLANDAIS,ANGLAIS,FACEBOOK,,
30/05/2019,FRA,57000,METZ,ROUMAIN,FRANCAIS,FACEBOOK,51,69
30/05/2019,DEU,66123,SAARBRUCKEN,ALLEMAND,ANGLAIS/FRANCAIS,FACEBOOK,88,111
